date,channel,country,platform,spend,impressions,clicks,installs,iap_revenue,user_id,metric_factor_01,metric_factor_02,metric_factor_03,metric_factor_04,metric_factor_05,metric_factor_06,metric_factor_07,metric_factor_08,metric_factor_09,metric_factor_10,metric_factor_11,metric_factor_12,metric_factor_13,metric_factor_14,metric_factor_15,metric_factor_16,metric_factor_17,metric_factor_18,metric_factor_19,metric_factor_20,metric_factor_21,metric_factor_22,metric_factor_23,metric_factor_24,metric_factor_25,metric_factor_26,metric_factor_27,metric_factor_28,metric_factor_29,metric_factor_30,metric_factor_31,metric_factor_32,metric_factor_33,metric_factor_34,metric_factor_35,metric_factor_36,metric_factor_37,metric_factor_38,metric_factor_39,metric_factor_40
2025-04-26,Google Ads,GBR,Android,451.05,36550,860,430,924.59,1,66.2213,15.1702,87.0041,82.2149,48.6398,50.6249,57.092,94.1344,36.9413,21.5198,14.5198,62.6233,53.728,42.313,20.9993,83.0648,48.6361,68.0437,67.0774,52.7605,33.8249,56.1177,48.0574,90.8251,56.7278,85.4986,24.2625,84.631,94.4825,35.8801,20.9429,92.6327,35.2699,72.2912,79.1739,97.3291,54.7496,71.3489,68.4434,91.6593
2025-04-26,Google Ads,CAN,iOS,586.95,20090,1148,287,622.65,1,81.1457,98.8595,40.7653,87.4813,56.4283,48.3641,47.9519,55.4702,75.5729,4.2207,34.1915,35.439,0.9821,47.9945,72.9731,3.1759,35.6499,9.9039,68.475,76.291,78.8181,77.3816,63.376,21.9212,47.3895,96.6395,78.8063,96.2809,29.8634,10.8561,85.2146,34.3831,19.244,8.649,49.3055,83.1029,90.5113,43.6328,35.8624,77.2956
2025-04-26,Google Ads,CAN,Android,553.91,21762,1404,351,833.13,1,50.6555,62.0865,44.3542,65.8934,29.0665,71.6017,10.2731,70.2979,43.35,14.7644,0.9652,81.77,9.9286,0.0362,49.6552,76.5841,36.9481,68.0522,30.2978,90.7133,13.1464,95.2646,59.3667,28.5984,7.1661,93.5724,68.1997,85.3011,86.3242,15.5812,94.4647,37.0869,49.987,92.5273,10.1077,48.0071,72.9909,8.4197,56.4929,46.0628
2025-04-26,Facebook Ads,USA,iOS,436.1,25174,921,307,1117.41,1,25.9779,3.8478,21.6121,90.7178,35.3072,44.1394,1.3927,41.7649,69.3788,33.4441,80.4508,2.5624,14.7411,70.9809,74.1102,43.7089,75.0364,0.1542,22.4398,68.3003,30.2857,82.1285,6.7993,27.7105,18.86,88.6471,44.5687,62.4947,86.1056,23.9983,96.5892,79.5823,19.7038,93.4855,36.4242,14.3785,32.3953,25.0743,70.5199,26.0704
2025-04-26,Facebook Ads,USA,Android,509.76,33345,1053,351,930.46,1,70.6491,1.3521,18.2481,32.284,24.2069,87.7594,53.7968,0.9499,3.1172,71.0503,91.1044,5.7789,30.9006,91.7568,47.5568,52.1039,35.1459,70.1165,48.4874,43.836,25.5609,98.8994,23.1684,82.7804,79.0567,55.2815,4.1305,12.6203,0.1217,93.5179,52.7013,58.8619,26.6856,31.7043,24.1359,52.3695,36.1983,84.6676,87.9642,63.6736
2025-04-26,Facebook Ads,DEU,iOS,266.14,18352,496,248,595.28,1,5.7973,38.3272,34.6515,88.7833,79.9915,4.6755,17.3422,91.2002,6.5561,6.7145,26.2511,29.8817,41.0615,79.4754,38.2641,86.7983,15.6329,35.3442,83.1603,2.6456,64.1866,1.6077,60.756,1.0826,45.8633,73.018,55.8079,25.9895,5.0673,68.4317,79.3805,85.7518,55.4242,28.6856,18.6268,48.3495,98.4022,20.6777,65.5005,7.6482
2025-04-26,Facebook Ads,DEU,Android,494.35,18354,1288,322,941.66,1,43.435,94.4719,45.7109,21.0778,40.8103,35.9598,7.211,56.6069,55.3087,58.1332,86.6406,5.8775,60.9823,10.8631,81.5065,9.112,12.7864,12.8768,43.2014,79.4246,77.1154,69.9438,85.9432,11.8035,63.0429,36.8593,62.3891,65.3782,79.334,6.2386,9.0296,36.2359,53.0745,28.6301,87.9409,70.0605,74.3041,57.7932,74.0539,11.8227
2025-04-26,Facebook Ads,FRA,iOS,524.81,30264,624,312,877.97,1,37.3395,5.9541,83.6478,49.2396,21.5532,62.6564,59.3028,55.7434,53.7833,98.7542,97.7802,14.2164,45.4372,21.2664,22.1451,23.3673,7.7051,54.2309,91.2155,57.3226,65.4226,73.67,83.5579,97.0241,75.0606,36.9468,91.6992,58.6157,71.2256,23.4143,73.5197,31.2577,1.9782,87.2539,80.4753,43.036,9.7694,33.1521,98.8385,70.2149
2025-04-26,Facebook Ads,FRA,Android,257.71,16617,573,191,562.25,1,68.4119,90.0563,72.7348,95.9132,20.9819,87.4919,84.2696,83.8991,43.8356,11.4996,62.0807,8.3675,78.8855,10.6091,42.0582,32.0254,88.4348,11.8961,59.0921,7.9569,84.2093,35.8561,28.5941,51.4452,1.9924,36.2798,40.3895,33.2826,14.5485,22.7517,61.304,93.7536,54.1469,99.1697,79.0202,12.0849,65.0005,68.5881,28.9562,31.5555
2025-04-26,Facebook Ads,GBR,iOS,540.5,37392,1824,456,1195.6,1,42.4012,73.5353,44.9968,12.3182,64.7845,29.1451,60.9518,81.573,14.1778,51.0794,87.1156,5.7497,52.6504,90.4959,97.9004,52.1986,25.4522,13.3531,85.7535,27.1157,52.6614,46.3462,24.9202,39.2115,48.394,68.2416,56.253,85.7285,78.9105,97.7866,92.2202,81.7122,56.6242,66.1985,35.6789,76.6613,3.6755,98.3522,97.7537,27.5537
2025-04-26,Facebook Ads,GBR,Android,476.33,26208,832,416,863.95,1,36.2612,90.5347,26.8127,12.3038,19.1925,99.966,47.3171,9.0192,57.1558,26.5718,40.3955,55.5912,53.7143,59.5805,71.5285,65.1163,20.6947,1.5004,83.4062,24.1447,88.1239,31.4869,74.4616,27.2024,86.9961,31.7189,15.5784,49.5515,23.2241,57.3185,61.161,8.9854,47.9385,46.9266,2.6374,61.4465,27.3629,59.0543,77.4831,76.6292
2025-04-26,Facebook Ads,CAN,iOS,490.86,22072,744,248,533.32,1,90.1121,51.8674,74.5868,88.9239,80.4402,36.8614,5.1859,8.766,21.6746,99.2071,66.8953,74.161,36.1184,47.5238,19.4266,37.4262,96.3049,8.6568,84.3713,24.4683,51.5541,36.9876,57.2587,60.5252,10.9421,38.211,90.7425,54.9665,48.1562,0.9657,59.7253,45.8357,72.413,32.7367,34.0511,7.1136,20.4486,75.2232,11.5404,49.3392
2025-04-26,Facebook Ads,CAN,Android,623.61,23598,1368,342,642.53,1,49.9076,7.257,13.2415,0.1695,35.0485,63.6041,75.3437,86.201,57.2115,27.8303,67.5058,9.1012,31.9216,95.9419,66.054,69.4023,91.8548,72.9082,48.3272,95.3682,46.9258,26.9939,69.0759,31.2437,87.4945,70.7512,72.0375,8.6962,0.9763,78.3341,60.7665,54.9864,47.4282,46.6505,9.9646,68.7755,68.018,8.8661,85.561,38.04
2025-04-27,TikTok,USA,iOS,608.08,28140,1876,469,1210.61,1,69.7626,0.6115,59.9925,16.7676,10.7415,6.3314,44.6792,85.7905,38.6329,43.4707,40.5392,9.4381,44.1463,81.5639,95.1895,82.3119,24.0449,4.6806,24.5732,75.9304,98.3946,80.3288,22.4879,29.7862,2.9926,90.7321,3.2418,65.3454,2.8031,64.9233,4.109,48.3635,85.1887,97.4575,77.077,88.8252,65.5304,63.2752,57.6014,43.6862
2025-04-27,TikTok,USA,Android,444.57,31088,1856,464,2128.45,1,57.0489,5.4132,84.1139,54.2251,30.7975,84.09,46.0501,76.8978,88.8032,11.5566,61.0894,50.1628,6.4204,27.0015,25.5856,78.6736,46.8578,52.4864,50.1607,47.0475,78.3164,98.7849,19.7298,18.518,56.8786,18.7652,76.4806,20.3843,4.9782,42.2591,85.6979,99.7378,1.3187,52.3489,41.3626,96.9777,5.6117,1.9952,40.1918,89.4512
2025-04-27,TikTok,DEU,iOS,131.09,5720,264,88,132.21,1,65.6748,38.4074,81.4289,81.0709,52.1428,27.2172,49.8932,45.9388,68.2549,73.7889,62.0148,67.1873,1.5032,32.2815,58.5011,36.8629,57.0137,89.3805,48.6863,56.3241,86.2371,97.7093,68.1837,83.6649,41.2389,40.3743,35.1473,3.9817,64.8441,30.225,56.1443,84.2472,43.6807,81.8791,43.5236,67.6441,3.3992,93.1261,67.8279,3.2907
2025-04-27,TikTok,DEU,Android,533.13,33852,1116,372,1048.47,1,6.1384,2.3285,31.1057,38.1648,96.4917,17.707,4.504,56.7851,85.4373,5.7831,11.2338,2.3662,86.683,92.0467,92.6649,77.4372,89.269,12.4959,54.7133,32.2283,23.0043,97.8575,79.323,55.6295,68.7608,50.0448,95.8155,31.1483,39.9331,34.8953,43.6207,76.4306,50.3237,59.3637,34.6463,60.4765,5.8503,95.3451,77.0704,59.319
2025-04-27,TikTok,FRA,iOS,405.13,18744,639,213,413.97,1,51.0756,97.0099,87.935,20.2136,29.3625,95.6954,23.9537,71.1877,80.2224,36.0321,30.5693,5.1884,65.2726,50.8416,49.7629,37.3919,14.4734,30.2877,76.3682,66.2762,65.1915,61.8946,47.4717,14.3478,87.0612,64.2656,45.9642,21.0513,4.6216,93.4098,81.0483,92.3,31.031,41.0855,22.7899,3.6916,73.9233,51.2777,72.0896,80.2564
2025-04-27,TikTok,FRA,Android,235.53,17550,585,195,613.58,1,13.4278,4.9491,33.2708,21.6109,75.0624,2.473,17.2391,5.862,90.3172,63.4911,11.4566,12.9259,48.9032,20.4069,75.6336,78.8298,28.071,24.681,38.6061,0.3525,2.7987,39.306,24.6116,13.0709,19.7927,70.1364,17.2871,95.6462,39.124,19.2137,15.088,55.0714,2.5815,75.0871,73.2614,28.0399,38.316,66.4771,46.0299,4.3001
2025-04-27,TikTok,GBR,iOS,265.17,12958,836,209,679.47,1,43.7174,54.2642,42.9067,49.6399,45.6308,49.0014,75.6273,82.0436,33.2448,23.4317,89.1157,27.9189,49.5829,10.646,34.0654,31.0989,89.833,24.7399,50.0496,46.0623,44.1624,10.9035,81.1807,75.9236,31.2331,48.9988,13.355,10.8508,75.9974,29.0002,56.7685,53.7848,45.9212,92.8628,58.3379,8.8043,7.5046,53.2875,41.9254,20.6042
2025-04-27,TikTok,GBR,Android,457.66,37908,1404,468,881.7,1,10.5067,8.8624,12.8929,23.6581,76.5208,27.2842,28.2391,97.4763,33.2159,13.2164,97.6851,42.9699,73.2774,24.5428,89.205,78.06,51.6326,23.58,56.336,46.1514,79.8138,13.1986,44.6879,41.2021,99.0901,41.8428,22.9877,47.299,66.9813,67.0107,42.4824,99.7791,11.3606,64.4453,2.8947,16.7313,10.6727,80.5546,33.0154,60.9182
2025-04-27,TikTok,CAN,iOS,158.55,6612,464,116,249.29,1,20.3088,42.5274,69.311,59.3302,72.6302,11.7821,54.8281,96.0345,52.2149,34.2498,24.4788,17.7588,3.1729,25.9882,48.6716,31.9057,45.2511,36.7354,23.9467,55.2845,52.7529,30.7646,57.1066,86.5765,50.7201,46.4947,52.3276,45.6979,4.9505,47.5484,32.41,55.1922,48.7202,52.5404,91.2919,27.2097,84.8622,45.5081,77.4109,77.4244
2025-04-27,TikTok,CAN,Android,500.73,15300,600,300,870.36,1,40.9212,90.4828,30.2101,6.2912,31.4492,7.9397,49.8388,20.2046,56.923,85.8945,34.3149,66.0341,10.5755,6.3705,66.363,27.098,17.7425,42.1936,31.9725,19.4171,93.1495,61.0398,74.6511,68.5407,90.5773,81.7048,27.4325,19.6713,79.4234,0.7891,76.2998,15.5318,26.4805,11.5422,3.5594,38.313,50.4896,89.8893,2.2285,35.4406
2025-04-27,Google Ads,USA,iOS,346.38,18900,675,225,652.15,1,18.1387,58.5677,87.3438,77.5605,79.1488,44.2976,33.9309,50.4603,28.478,21.5913,15.4007,44.9102,96.3998,34.6759,66.4228,42.0288,46.8874,5.9414,72.6404,72.5478,18.8581,98.6105,0.4567,8.8965,53.4193,45.5124,24.8797,56.0411,98.8103,64.1629,3.4309,4.0038,88.1068,34.4911,95.5047,55.2782,73.378,63.7764,62.6358,54.0686
2025-04-27,Google Ads,USA,Android,485.55,15435,980,245,822.92,1,24.8784,51.804,43.2349,74.4608,21.9404,2.573,50.8568,54.4146,24.2348,63.4618,94.5297,48.839,31.312,75.0963,94.1858,5.6135,94.881,59.76,4.8412,57.8929,71.3753,75.2894,62.6933,0.9735,3.637,7.193,3.9034,3.0228,11.6177,70.6627,35.8776,7.6535,79.1888,21.6826,61.3834,32.6019,16.338,50.7478,37.718,38.5376
2025-04-27,Google Ads,DEU,iOS,471.04,35475,1892,473,1288.94,1,89.6112,13.8826,60.25,57.0389,44.6801,59.0102,32.511,5.9407,12.5885,41.968,93.3033,37.8654,61.3934,77.0327,56.3598,63.536,55.2786,62.5605,78.8344,76.8408,37.0244,75.5738,20.0298,79.1269,11.4717,62.0729,89.8041,95.0808,92.7143,75.1258,53.0812,77.4202,46.2357,69.924,37.8967,31.366,2.4612,92.7571,52.6234,29.2309
2025-04-27,Google Ads,DEU,Android,472.02,18768,1088,272,809.71,1,56.9988,43.6764,77.0658,8.2361,13.6417,16.7809,9.1795,26.4118,64.3345,3.0435,10.0947,80.9834,46.1442,85.0618,81.9823,90.0108,62.7272,24.9852,39.5488,33.8275,91.2596,54.1227,16.5544,49.2427,9.0355,37.5838,56.9429,6.9632,89.3903,14.8888,84.8942,27.1221,14.8912,74.7951,64.806,44.6995,47.4213,64.7292,93.4094,76.6519
2025-04-27,Google Ads,FRA,iOS,262.4,20493,1012,253,630.72,1,32.6076,82.9137,33.7246,16.527,38.6672,80.8161,23.1037,62.0147,86.9481,9.0197,78.0204,10.3175,96.9416,58.8368,8.5497,52.6659,72.2543,20.7872,90.7464,94.15,21.3506,96.7188,45.422,57.5974,97.1689,15.397,10.537,29.7527,41.9659,7.5721,68.4547,78.5193,10.4512,84.6482,94.5289,43.1718,66.3413,97.0344,76.0141,50.5121
2025-04-27,Google Ads,FRA,Android,621.19,29079,1077,359,599.46,1,69.8654,14.4445,77.5465,43.0992,52.9211,76.8174,41.5165,45.0976,1.205,78.0536,42.6608,55.9414,89.5977,88.4251,86.566,1.0344,40.5333,51.1864,10.2574,34.9286,63.818,85.9023,28.1406,95.3768,66.3327,50.7322,69.814,63.1032,93.2265,82.0983,56.2048,55.5609,64.8649,26.9117,16.4556,9.8197,21.7957,60.9122,28.8416,4.6247
2025-04-27,Google Ads,GBR,iOS,226.53,10260,360,180,301.47,1,63.3471,4.4016,63.0332,36.2817,28.8843,43.319,83.2406,72.0541,40.7816,84.3933,86.7896,42.254,61.5766,68.5603,22.4236,4.631,52.5412,38.2727,84.8469,22.2642,65.6638,83.1075,51.7925,16.1779,70.2542,76.7832,58.6575,88.4566,24.1428,37.6832,60.4248,9.6121,94.0848,57.9684,68.7616,20.3597,66.1133,3.1459,84.1332,47.2214
2025-04-27,Google Ads,GBR,Android,240.07,18816,768,192,345.03,1,24.9888,93.4793,17.853,5.383,54.7893,68.4898,13.3171,92.6764,95.3597,92.0868,16.4247,60.8812,28.8481,20.2582,87.8266,38.7902,99.1639,12.1837,61.4553,23.1368,99.206,43.5555,16.5834,27.598,73.4734,97.1141,17.2106,39.7275,97.7317,45.9643,64.2778,66.9521,83.6901,42.9022,50.8437,60.1205,70.2773,83.0194,43.9273,28.9201
2025-04-27,Google Ads,CAN,iOS,476.3,28025,1900,475,809.51,1,91.8388,39.0705,58.3509,85.0559,59.3867,88.3798,55.6621,87.1309,54.6971,95.2102,15.7843,68.7946,17.3068,83.5974,95.8299,91.6695,48.482,26.3568,66.6578,48.2334,36.7755,89.3145,46.1749,31.675,41.4346,38.0121,57.6828,10.4311,38.4887,28.2762,31.0616,58.1998,94.969,49.9985,23.8051,34.8193,68.3612,25.6362,7.5163,92.8621
2025-04-27,Google Ads,CAN,Android,173.95,12093,417,139,295.3,1,17.6462,27.9649,51.5408,17.1674,17.6909,94.6135,49.0773,73.3305,90.9976,29.431,40.8044,85.414,52.4117,74.7202,30.5824,67.0516,16.0305,90.77,85.1145,52.259,71.956,40.0758,7.3203,38.9631,72.2596,35.1353,65.8017,51.1395,72.2515,88.8534,92.5099,1.961,29.372,43.0455,76.8384,17.0545,89.6704,50.9392,54.9678,18.5144
2025-04-27,Facebook Ads,USA,iOS,415.12,23632,1266,422,1168.81,1,90.9389,39.9009,74.0924,77.7392,45.9286,52.5527,82.1846,72.4817,2.5082,96.8738,50.3423,16.2607,90.6857,21.2423,71.6764,83.3271,4.4033,13.0197,43.9596,82.5847,4.3849,70.1018,34.5538,66.6959,0.1784,5.3551,59.1057,19.6459,80.4246,14.1375,59.1549,31.7114,60.5253,78.3812,0.6039,17.5359,95.052,98.6514,55.3359,57.2701
2025-04-27,Facebook Ads,USA,Android,407.12,19440,810,270,975.96,1,10.5637,86.2582,26.9764,36.9474,1.5393,19.1262,42.1943,83.0214,10.7998,64.0516,40.3658,52.1132,33.2706,78.3155,93.4999,66.4984,11.189,99.1826,94.673,12.4593,9.1504,25.823,33.0332,7.0317,34.6199,36.6697,43.8818,93.1553,13.9137,90.7972,77.1463,87.5994,17.2958,38.9568,80.2365,15.1515,55.2578,6.5387,24.0771,0.0482
2025-04-27,Facebook Ads,DEU,iOS,399.43,17748,918,306,676.06,1,76.3833,71.5875,52.8704,50.5448,75.9318,82.836,78.6509,82.9819,27.1045,63.1763,55.2546,13.9285,92.6946,20.3126,75.4985,2.9003,22.4246,87.7293,75.2558,69.0944,69.8027,59.5449,59.6601,20.8998,76.7795,32.624,29.6226,4.0118,9.5917,45.1365,75.7181,77.7449,96.2016,16.0828,34.6144,23.8974,8.0204,67.6578,27.8301,64.6238
2025-04-27,Facebook Ads,DEU,Android,332.45,14850,825,275,468.13,1,69.2482,78.0466,4.8203,57.8715,38.2089,98.6203,20.3282,55.397,65.7642,57.8052,52.8055,37.8142,19.9194,34.0881,69.0024,72.244,69.7147,53.7974,62.0302,94.213,86.7206,47.0934,81.1782,21.1154,12.5222,13.039,25.2793,90.9761,69.7107,69.1736,48.0157,82.7386,15.7981,37.9994,67.0153,71.5639,40.8091,42.9704,74.647,6.1003
2025-04-27,Facebook Ads,FRA,iOS,254.85,10595,489,163,449.76,1,60.5901,76.9334,8.9727,47.0228,69.6605,63.0817,60.4573,38.2263,52.6636,53.1447,97.8042,9.271,77.6612,65.2178,35.3627,58.9782,98.9577,1.9061,12.1208,11.9897,61.2371,72.9832,95.0076,22.6,73.5461,11.1451,77.1206,21.8589,7.2504,86.6727,48.8385,24.395,67.6282,31.3916,66.829,76.8027,14.3739,15.1103,74.5996,96.4201
2025-04-27,Facebook Ads,FRA,Android,164.14,12834,558,186,553.98,1,90.2181,82.1455,78.1753,30.4277,91.8834,10.2521,45.4731,34.8447,17.2806,15.9136,96.1506,60.9181,62.9194,8.0985,42.0428,67.1712,30.8305,90.9061,52.1997,15.2599,35.3905,12.4641,29.3835,66.1025,60.0676,53.3258,78.2109,77.9963,38.6787,1.2206,46.8725,82.5193,36.4069,3.3084,59.2372,5.9512,52.2558,80.2586,82.1315,4.7377
2025-04-27,Facebook Ads,GBR,iOS,598.72,39130,1820,455,746.47,1,93.827,32.7987,22.1601,58.76,86.5203,34.1634,78.6796,78.1442,86.0139,70.4228,28.1116,64.3894,96.5312,59.4486,32.5258,40.0946,54.4573,55.6061,10.5246,69.135,20.8657,50.5971,24.0347,10.0511,40.1426,43.0287,15.0537,41.2976,1.1063,60.0893,10.8807,71.3582,91.3663,50.066,84.531,7.5195,48.4338,16.0868,63.3651,25.2518
2025-04-27,Facebook Ads,GBR,Android,323.79,19000,1520,380,781.43,1,25.7219,11.3849,47.4781,21.3309,12.739,41.6198,6.6213,83.1424,94.06,16.1892,62.5,77.3597,8.4235,38.8808,57.8019,41.0512,91.3961,45.4093,22.1702,2.442,18.1139,55.1068,30.1073,66.759,52.5569,62.3447,68.7735,65.9098,31.4538,22.5841,48.5934,56.3821,37.6526,56.3048,91.6931,33.5188,56.4002,19.5116,29.2951,98.371
2025-04-27,Facebook Ads,CAN,iOS,148.14,17670,760,190,493.57,1,16.6448,83.1379,78.7839,15.7891,26.4106,93.7236,26.6427,13.0121,61.5765,9.4134,46.5645,91.0027,1.1895,41.1994,34.2601,60.5026,57.6294,53.4596,29.5665,11.1863,82.5108,12.8791,42.1328,19.8726,14.669,43.4503,33.8058,59.9867,69.5546,37.296,33.8217,89.0142,52.4551,3.0261,57.9954,95.5338,88.0527,7.5027,36.969,13.6018
2025-04-27,Facebook Ads,CAN,Android,387.99,18785,442,221,394.12,1,80.3423,22.2032,86.1359,35.9369,29.8379,76.9681,74.6824,46.9395,44.0707,36.2868,95.7143,74.8578,56.6313,57.3496,78.9077,80.8802,59.3837,63.915,32.5978,29.0505,27.2787,67.579,7.5951,16.942,14.7123,51.7919,72.5318,89.7318,18.725,18.6622,90.4907,31.742,91.3659,64.9084,30.1276,16.1427,3.5316,86.4656,3.7116,72.17
2025-04-28,TikTok,USA,iOS,264.1,14575,1100,275,847.03,1,81.8303,83.4761,9.5709,3.8121,93.8909,15.9948,62.3414,79.4417,53.999,59.4037,53.9024,83.962,63.0948,2.3199,89.9211,83.8021,94.4002,35.9236,77.2303,27.3612,1.5479,97.6649,50.9413,82.7893,91.2074,83.1663,4.1226,40.0203,33.9627,74.3003,43.4284,93.3924,82.1047,8.1119,0.7974,17.6267,7.1963,0.1599,60.0364,56.8815
2025-04-28,TikTok,USA,Android,251.07,11016,612,153,391.32,1,36.6331,47.5944,97.1597,47.0189,9.0674,83.216,24.0858,27.2965,52.9211,63.1829,96.5463,94.5126,45.5151,95.7011,67.4376,32.0668,26.6183,10.5171,20.4601,6.9773,78.8397,37.0781,47.2913,11.5658,89.6444,93.4434,79.0738,26.8381,76.428,43.197,7.1623,6.5805,74.5244,59.8077,58.9473,79.0546,64.5925,57.2289,50.3164,22.9983
2025-04-28,TikTok,DEU,iOS,429.27,25368,906,302,870.01,1,72.6334,39.8018,10.624,88.0868,45.6832,80.15,94.6993,23.9627,98.4549,78.464,66.8987,70.7261,69.4503,83.2992,8.7153,10.5804,55.5631,72.9663,15.051,82.8258,25.64,10.5783,78.8003,44.167,63.9892,56.7757,99.3823,77.7227,70.1196,15.5168,9.1682,22.7177,25.2341,6.422,35.3079,15.6033,44.1769,52.6365,57.0836,29.5951
2025-04-28,TikTok,DEU,Android,415.47,17702,668,334,935.58,1,39.6095,85.5234,67.8605,31.6126,17.4687,28.5085,30.8215,79.416,62.9788,46.801,56.5743,45.1864,98.0653,99.1395,76.4797,27.5303,93.7083,42.1893,83.0562,66.3528,68.0395,80.7929,41.7187,57.7951,81.8682,77.287,70.2289,82.5168,16.5267,90.5455,55.7051,57.3666,81.4025,61.0358,25.8695,76.4173,9.5011,26.9171,10.4653,54.1731
2025-04-28,TikTok,FRA,iOS,319.14,27030,1272,318,791.9,1,85.7975,17.0329,39.8181,32.9951,68.7097,96.808,21.2291,15.6178,25.5613,12.0019,17.9031,31.3355,32.3981,10.0147,21.3924,60.5258,86.7331,25.7579,5.446,67.8954,44.7634,49.8637,98.1586,81.6714,29.7367,19.63,46.4907,26.2951,24.0895,32.9886,14.6397,70.2212,43.8731,37.3004,2.6848,44.042,57.3304,7.3113,15.8023,9.9998
2025-04-28,TikTok,FRA,Android,480.85,30362,969,323,1009.3,1,43.3568,70.625,2.3162,94.8464,68.209,32.3503,38.6781,49.5368,21.7014,38.7606,16.1982,23.1009,88.4627,98.5014,56.6675,18.4275,0.9911,42.4315,78.5301,56.3927,43.7329,96.0989,26.4982,80.9812,94.838,36.366,52.5171,91.2395,36.2462,21.9223,1.1683,99.3257,98.7675,22.4403,61.2712,67.0874,92.8075,67.8752,44.3265,61.7942
2025-04-28,TikTok,GBR,iOS,352.97,21437,884,221,836.24,1,31.5729,40.3497,10.1089,14.7604,73.25,47.7184,48.1622,80.2876,33.117,82.5111,43.8241,9.5889,36.6133,71.9161,46.3727,6.2411,15.3285,79.7198,2.9938,3.0203,75.3569,30.7748,96.2806,9.7499,57.028,61.867,16.7374,30.798,42.4112,77.0144,41.8356,83.7476,42.6422,14.3803,5.3561,14.1624,47.733,82.9419,64.9712,91.0164
2025-04-28,TikTok,GBR,Android,477.2,17688,804,268,430.29,1,21.7606,58.1588,20.4723,26.1539,26.1766,57.5936,45.3458,13.1173,52.6373,99.0079,79.8613,61.0661,89.8221,79.0774,96.9717,73.6452,63.1305,97.1644,10.9186,73.0348,22.1506,89.7311,81.8931,67.2403,99.0961,20.41,60.0918,56.4282,99.6714,0.0406,84.2836,38.8858,27.3383,66.424,59.4964,76.0438,48.6032,54.1796,16.5957,38.1353
2025-04-28,TikTok,CAN,iOS,569.59,29403,726,363,483.09,1,8.2734,96.9562,30.4082,99.3434,44.6941,37.5707,81.3856,59.2411,48.8303,54.5071,44.6585,31.2024,59.2953,82.0885,14.6281,54.3013,24.1836,37.3725,43.2388,1.5948,25.1903,37.6967,12.5031,1.16,8.0664,40.9495,8.8791,64.3536,37.6166,82.1232,57.0311,58.603,1.4309,12.3157,53.171,70.4103,19.5031,23.3372,52.3754,6.1706
2025-04-28,TikTok,CAN,Android,331.49,25152,1572,393,703.59,1,67.3945,81.3127,78.8912,15.5151,10.1617,33.9567,80.3089,78.1209,45.8212,75.8218,55.3586,84.3094,2.9496,46.4916,74.1778,12.3882,39.1151,22.8131,47.2932,43.8393,63.3266,48.0238,49.8187,4.3239,0.8587,43.5854,11.8283,57.9516,97.9291,94.9624,74.0578,35.9643,86.4634,7.9147,17.361,30.9378,38.1248,37.5315,16.3541,7.2064
2025-04-28,Google Ads,USA,iOS,334.99,16520,708,236,932.25,1,21.2587,23.268,58.2047,50.2974,99.2684,34.1933,91.1751,60.6973,69.0265,48.7771,42.794,51.4241,48.2652,67.2182,13.1522,11.2563,99.6747,28.0986,56.6361,94.317,35.2663,86.8566,29.7296,34.0944,18.3493,83.4947,51.5268,10.4043,87.8151,88.1811,52.1149,3.2499,18.977,17.1758,97.5251,85.309,10.6408,28.7953,2.7277,74.2536
2025-04-28,Google Ads,USA,Android,339.35,13824,384,192,486.88,1,52.1953,2.5657,16.6948,48.8415,4.2711,31.66,84.19,42.2523,68.8593,21.5862,92.4811,2.9507,54.7069,99.1605,21.8385,32.8253,59.6511,80.8974,46.0379,67.4019,3.3855,18.6538,66.7539,55.9555,0.9181,3.2374,2.7254,72.685,34.18,65.5375,48.5939,8.5032,66.7101,38.4891,84.9102,75.7381,35.3095,89.0389,95.4834,84.7765
2025-04-28,Google Ads,DEU,iOS,465.25,24852,872,436,662.26,1,49.9944,97.1141,96.7992,82.9641,82.6931,85.7826,94.112,15.1989,98.4058,76.0588,45.1462,54.5354,73.3368,16.2568,37.9675,37.512,16.2715,28.3705,86.0118,63.7554,38.0065,68.5737,67.4756,46.3101,68.812,70.3278,83.582,72.9182,13.4958,74.92,32.3674,97.2401,47.7968,97.6984,37.1899,35.9275,22.5747,27.3502,41.0322,80.6032
2025-04-28,Google Ads,DEU,Android,561.02,23688,1128,282,842.38,1,61.436,99.4334,27.8281,22.4933,51.9259,7.5973,42.8977,23.6439,33.802,33.981,45.3679,23.5394,20.6012,16.4544,32.8409,72.2965,5.7068,85.3911,51.1789,13.8176,39.4997,4.3473,33.5856,58.2235,96.1815,5.787,10.6916,80.0189,13.1378,88.4614,75.0452,60.7058,38.6685,91.5419,10.565,16.3426,94.5581,7.464,88.7046,11.5581
2025-04-28,Google Ads,FRA,iOS,435.23,23548,812,406,928.96,1,92.0604,43.2567,43.8371,16.7725,2.5285,88.5817,40.9616,96.9083,43.6713,11.2421,11.0938,39.7399,25.4936,99.9242,36.8057,3.4485,25.9134,55.2545,3.8269,98.3857,57.9977,25.3526,8.073,17.3543,85.5287,39.474,0.6386,34.1174,34.9992,23.7646,56.4663,47.2502,9.2401,19.0404,3.6318,23.6375,64.5532,87.1946,11.6266,17.1948
